Genes	min	max	gen_len
AT1G36990	14027594	14029711	2118
AT1G37000	14036038	14037145	1108
AT1G37010	14040918	14041227	310
AT1G37020	14046735	14049742	3008
AT1G37113	14136413	14138245	1833
AT1G37130	14158617	14161652	3036
AT1G37140	14170351	14172040	1690
AT1G37150	14174890	14177279	2390
AT1G38065	14289906	14292060	2155
AT1G38131	14293392	14296020	2629
AT1G38790	14543277	14544528	1252
AT1G39060	14701718	14703805	2088
AT1G39070	14733525	14745983	12459
AT1G40083	14922423	14923055	633
AT1G40086	14930278	14932360	2083
AT1G40087	14999762	15001868	2107
AT1G40090	15013792	15014764	973
AT1G40104	15081952	15085893	3942
AT1G40129	15240553	15244036	3484
AT1G40390	15432576	15434674	2099
AT1G41820	15582423	15585143	2721
AT1G41830	15603892	15607802	3911
AT1G41880	15651585	15652427	843
AT1G41920	15680978	15684487	3510
AT1G42080	15716714	15717169	456
AT1G42190	15761082	15761276	195
AT1G42430	15891512	15894322	2811
AT1G42440	15895528	15899939	4412
AT1G42470	15926987	15935090	8104
AT1G42480	15936297	15938692	2396
AT1G42525	15966381	15968239	1859
AT1G42540	15973489	15976703	3215
AT1G42550	15977131	15979734	2604
AT1G42560	15980209	15983328	3120
AT1G42615	16037606	16038455	850
AT1G42680	16041656	16042880	1225
AT1G42700	16066931	16067592	662
AT1G42710	16077592	16078567	976
AT1G42960	16125863	16127080	1218
AT1G42970	16127552	16129584	2033
AT1G42980	16133344	16135456	2113
AT1G42990	16136062	16137459	1398
AT1G43000	16140715	16141655	941
AT1G43005	16151095	16152240	1146
AT1G43010	16153609	16154468	860
AT1G43020	16155417	16157773	2357
AT1G43040	16184200	16184523	324
AT1G43080	16213995	16215828	1834
AT1G43090	16217197	16219150	1954
AT1G43100	16220519	16222473	1955
AT1G43130	16228661	16231158	2498
AT1G43140	16232785	16236109	3325
AT1G43145	16238525	16240015	1491
AT1G43160	16263989	16264663	675
AT1G43170	16266992	16268631	1640
AT1G43171	16269989	16270327	339
AT1G43190	16275432	16278185	2754
AT1G43245	16308590	16310883	2294
AT1G43260	16318253	16319234	982
AT1G43310	16345974	16346475	502
AT1G43320	16356762	16357118	357
AT1G43330	16359029	16360023	995
AT1G43415	16378974	16379405	432
AT1G43560	16398359	16399828	1470
AT1G43580	16410673	16412612	1940
AT1G43600	16415357	16416022	666
AT1G43605	16416733	16416864	132
AT1G43610	16424578	16425345	768
AT1G43620	16425654	16429500	3847
AT1G43630	16436445	16437686	1242
AT1G43640	16439619	16441253	1635
AT1G43650	16443861	16446814	2954
AT1G43665	16452981	16453804	824
AT1G43666	16461181	16461471	291
AT1G43667	16465170	16465466	297
AT1G43670	16468184	16470347	2164
AT1G43680	16472205	16473266	1062
AT1G43690	16478519	16482589	4071
AT1G43700	16484352	16486017	1666
AT1G43710	16486534	16488298	1765
AT1G43720	16495080	16496078	999
AT1G43722	16496403	16497377	975
AT1G43730	16508723	16509784	1062
AT1G43760	16528880	16531065	2186
AT1G43770	16548509	16550257	1749
AT1G43780	16563811	16567399	3589
AT1G43790	16575952	16576302	351
AT1G43800	16577662	16579549	1888
AT1G43810	16580447	16580800	354
AT1G43815	16582224	16582575	352
AT1G43825	16608603	16608818	216
AT1G43850	16617872	16621596	3725
AT1G43860	16622244	16624385	2142
AT1G43890	16646934	16648395	1462
AT1G43900	16654045	16655810	1766
AT1G43910	16656050	16657628	1579
AT1G43950	16672582	16673952	1371
AT1G43970	16681269	16682933	1665
AT1G43980	16687637	16689538	1902
AT1G44000	16708201	16709521	1321
AT1G44010	16714656	16715504	849
AT1G44020	16716692	16718656	1965
AT1G44030	16724773	16726653	1881
AT1G44050	16739309	16741513	2205
AT1G44080	16753944	16755670	1727
AT1G44085	16758110	16758508	399
AT1G44090	16760677	16762486	1810
AT1G44100	16764651	16767223	2573
AT1G44110	16775035	16777182	2148
AT1G44120	16780449	16787414	6966
AT1G44130	16787508	16789318	1811
AT1G44160	16795032	16796276	1245
AT1G44170	16796564	16800031	3468
AT1G44180	16808239	16810413	2175
AT1G44191	16813654	16814733	1080
AT1G44224	16821061	16821756	696
AT1G44318	16831016	16833916	2901
AT1G44350	16834749	16838201	3453
AT1G44414	16847781	16848086	306
AT1G44446	16848664	16851152	2489
AT1G44478	16852341	16853238	898
AT1G44542	16865145	16866573	1429
AT1G44575	16871768	16873194	1427
AT1G44608	16875249	16876258	1010
AT1G44740	16887404	16889155	1752
AT1G44750	16892688	16895168	2481
AT1G44760	16896894	16898640	1747
AT1G44770	16907834	16909409	1576
AT1G44780	16909753	16912060	2308
AT1G44790	16912403	16913582	1180
AT1G44800	16914342	16916858	2517
AT1G44810	16923621	16924511	891
AT1G44820	16926351	16928354	2004
AT1G44830	16933792	16934427	636
AT1G44835	16939909	16942337	2429
AT1G44890	16963358	16964818	1461
AT1G44895	16965181	16965586	406
AT1G44900	16970291	16974457	4167
AT1G44910	16975930	16982818	6889
AT1G44920	16983229	16984408	1180
AT1G44940	16994155	16995044	890
AT1G44941	16995113	16995295	183
AT1G44960	16999576	17001447	1872
AT1G44970	17002237	17003563	1327
AT1G44980	17004256	17005923	1668
AT1G44990	17007542	17007808	267
AT1G45000	17009220	17011607	2388
AT1G45010	17013513	17015403	1891
AT1G45015	17021637	17022614	978
AT1G45050	17031337	17032967	1631
AT1G45063	17033335	17034886	1552
AT1G45100	17050631	17052189	1559
AT1G45110	17052572	17054546	1975
AT1G45130	17065447	17069110	3664
AT1G45145	17075264	17076256	993
AT1G45150	17077615	17082330	4716
AT1G45160	17083814	17090277	6464
AT1G45163	17091000	17091464	465
AT1G45165	17090869	17091201	333
AT1G45170	17096233	17097910	1678
AT1G45180	17099335	17101683	2349
AT1G45190	17104406	17104924	519
AT1G45191	17116044	17119076	3033
AT1G45201	17123814	17128462	4649
AT1G45207	17130703	17133548	2846
AT1G45215	17137787	17138134	348
AT1G45221	17139532	17139879	348
AT1G45223	17141272	17141619	348
AT1G45229	17155072	17158801	3730
AT1G45230	17169874	17171381	1508
AT1G45231	17148019	17151194	3176
AT1G45233	17152956	17154662	1707
AT1G45243	17147058	17147849	792
AT1G45248	17163240	17164229	990
AT1G45249	17165420	17167460	2041
AT1G45332	17172507	17176683	4177
AT1G45403	17177804	17178415	612
AT1G45474	17179353	17180439	1087
AT1G45545	17180615	17182960	2346
AT1G45616	17183550	17186534	2985
AT1G45688	17191502	17192870	1369
AT1G45976	17199371	17200680	1310
AT1G46264	17224904	17226183	1280
AT1G46336	17230411	17230653	243
AT1G46408	17232135	17232935	801
AT1G46480	17236903	17237953	1051
AT1G46696	17261860	17264183	2324
AT1G46768	17265868	17266507	640
AT1G46840	17270185	17271706	1522
AT1G46912	17272521	17273629	1109
AT1G46984	17274722	17275834	1113
AT1G47056	17276103	17277659	1557
AT1G47128	17283139	17285609	2471
AT1G47130	17291755	17292755	1001
AT1G47200	17298181	17298723	543
AT1G47210	17301036	17302584	1549
AT1G47220	17303676	17305197	1522
AT1G47230	17306752	17308587	1836
AT1G47240	17309043	17311308	2266
AT1G47250	17319220	17320900	1681
AT1G47260	17321384	17323347	1964
AT1G47265	17324568	17324798	231
AT1G47270	17326828	17328564	1737
AT1G47271	17328856	17330343	1488
AT1G47278	17331263	17331726	464
AT1G47280	17332241	17334310	2070
AT1G47290	17336121	17339030	2910
AT1G47300	17339561	17340972	1412
AT1G47310	17343082	17344618	1537
AT1G47317	17347094	17347515	422
AT1G47330	17351149	17353739	2591
AT1G47340	17354123	17356494	2372
AT1G47350	17358447	17360722	2276
AT1G47370	17365898	17368703	2806
AT1G47380	17373004	17375305	2302
AT1G47389	17378652	17379374	723
AT1G47390	17379544	17380656	1113
AT1G47395	17383117	17383269	153
AT1G47400	17385818	17385970	153
AT1G47410	17394818	17395508	691
AT1G47420	17395774	17397176	1403
AT1G47450	17402684	17403193	510
AT1G47470	17414611	17415132	522
AT1G47480	17417623	17419296	1674
AT1G47485	17422564	17422839	276
AT1G47490	17424801	17427182	2382
AT1G47495	17428945	17429813	869
AT1G47497	17431038	17431454	417
AT1G47500	17432682	17434805	2124
AT1G47510	17435991	17438296	2306
AT1G47530	17451724	17454110	2387
AT1G47540	17455702	17456146	445
AT1G47550	17457171	17463896	6726
AT1G47560	17466751	17473190	6440
AT1G47570	17478919	17483229	4311
AT1G47578	17484365	17485470	1106
AT1G47580	17485668	17486387	720
AT1G47600	17491771	17494589	2819
AT1G47603	17496839	17498110	1272
AT1G47610	17504836	17505891	1056
AT1G47620	17508116	17509678	1563
AT1G47640	17518409	17519998	1590
AT1G47655	17525437	17526066	630
AT1G47657	17531871	17535174	3304
AT1G47660	17533941	17535551	1611
AT1G47670	17536834	17539486	2653
AT1G47680	17540775	17541089	315
AT1G47690	17544079	17544231	153
AT1G47695	17546354	17546545	192
AT1G47700	17547325	17547477	153
AT1G47710	17557124	17560061	2938
AT1G47720	17561514	17562859	1346
AT1G47730	17563931	17565106	1176
AT1G47740	17567903	17569035	1133
AT1G47750	17569388	17570134	747
AT1G47760	17572451	17573159	709
AT1G47765	17574906	17576092	1187
AT1G47770	17590266	17591261	996
AT1G47780	17594683	17595343	661
AT1G47786	17597898	17599099	1202
AT1G47790	17600004	17601173	1170
AT1G47800	17601513	17602676	1164
AT1G47810	17603504	17604559	1056
AT1G47813	17606558	17606818	261
AT1G47820	17612114	17612404	291
AT1G47830	17613346	17614784	1439
AT1G47840	17616243	17618859	2617
AT1G47845	17622110	17624274	2165
AT1G47870	17634937	17637557	2621
AT1G47885	17642397	17642805	409
AT1G47890	17643976	17647035	3060
AT1G47900	17647340	17651035	3696
AT1G47915	17660752	17660973	222
AT1G47920	17661095	17662394	1300
AT1G47940	17668285	17669713	1429
AT1G47960	17681954	17683516	1563
AT1G47970	17687342	17688562	1221
AT1G47980	17691985	17693818	1834
AT1G47990	17698655	17700834	2180
AT1G48000	17704269	17706377	2109
AT1G48010	17711491	17712660	1170
AT1G48020	17716234	17716764	531
AT1G48030	17717432	17719141	1710
AT1G48040	17720064	17721698	1635
AT1G48050	17723498	17726859	3362
AT1G48060	17728259	17728996	738
AT1G48070	17730568	17731103	536
AT1G48090	17732582	17758194	25613
AT1G48095	17760142	17761998	1857
AT1G48100	17766921	17769625	2705
AT1G48110	17770339	17772806	2468
AT1G48120	17774238	17779624	5387
AT1G48130	17780610	17781500	891
AT1G48140	17783402	17783914	513
AT1G48145	17784507	17784913	407
AT1G48150	17785397	17786368	972
AT1G48160	17786779	17788286	1508
AT1G48170	17788810	17789635	826
AT1G48175	17790957	17792066	1110
AT1G48180	17792525	17793717	1193
AT1G48190	17794560	17795163	604
AT1G48195	17796349	17796597	249
AT1G48200	17797070	17797852	783
AT1G48210	17799551	17801798	2248
AT1G48220	17802863	17804882	2020
AT1G48230	17806264	17808604	2341
AT1G48240	17809223	17811656	2434
AT1G48260	17814226	17817226	3001
AT1G48270	17828314	17830214	1901
AT1G48280	17835196	17837553	2358
AT1G48285	17844350	17844900	551
AT1G48300	17847166	17848338	1173
AT1G48310	17848620	17853731	5112
AT1G48320	17855024	17855577	554
AT1G48325	17857326	17857574	249
AT1G48330	17863897	17864124	228
AT1G48350	17867269	17868215	947
AT1G48355	17868212	17868277	66
AT1G48360	17868661	17872946	4286
AT1G48370	17874560	17877256	2697
AT1G48380	17877637	17879203	1567
AT1G48390	17879448	17880903	1456
AT1G48400	17882136	17883855	1720
AT1G48405	17884645	17885614	970
AT1G48410	17886285	17891892	5608
AT1G48420	17896767	17898803	2037
AT1G48430	17902874	17906689	3816
AT1G48440	17907075	17908327	1253
AT1G48450	17908658	17910345	1688
AT1G48460	17911469	17913149	1681
AT1G48470	17913784	17915926	2143
AT1G48480	17918475	17920743	2269
AT1G48490	17922345	17928597	6253
AT1G48500	17931658	17934433	2776
AT1G48510	17934889	17936651	1763
AT1G48520	17940185	17942540	2356
AT1G48530	17943508	17944220	713
AT1G48540	17945540	17950405	4866
AT1G48550	17950792	17952645	1854
AT1G48560	17952935	17955108	2174
AT1G48570	17955455	17957661	2207
AT1G48580	17958403	17960619	2217
AT1G48590	17962886	17964274	1389
AT1G48600	17966074	17969077	3004
AT1G48605	17969395	17970080	686
AT1G48610	17971027	17972798	1772
AT1G48620	17974148	17976301	2154
AT1G48630	17981977	17983268	1292
AT1G48635	17983951	17985966	2016
AT1G48640	17986358	17988991	2634
AT1G48650	17989517	17995169	5653
AT1G48660	17995948	17997972	2025
AT1G48670	17998946	18001200	2255
AT1G48690	18009105	18009878	774
AT1G48700	18011285	18013157	1873
AT1G48720	18018148	18018441	294
AT1G48725	18019274	18020642	1369
AT1G48730	18020337	18022277	1941
AT1G48740	18023590	18025960	2371
AT1G48745	18030829	18031206	378
AT1G48750	18036019	18036303	285
AT1G48760	18036652	18039261	2610
AT1G48770	18040285	18040916	632
AT1G48780	18041989	18042744	756
AT1G48790	18043925	18047427	3503
AT1G48800	18049844	18052975	3132
AT1G48820	18055229	18059367	4139
AT1G48830	18059854	18060935	1082
AT1G48840	18061931	18064811	2881
AT1G48850	18065154	18067956	2803
AT1G48860	18068892	18071331	2440
AT1G48870	18072325	18074457	2133
AT1G48880	18081033	18082650	1618
AT1G48900	18084972	18087743	2772
AT1G48910	18091681	18093774	2094
AT1G48912	18094900	18095046	147
AT1G48920	18098186	18101422	3237
AT1G48930	18101782	18104587	2806
AT1G48940	18105808	18106422	615
AT1G48950	18107063	18110108	3046
AT1G48953	18111090	18111380	291
AT1G48960	18112552	18113550	999
AT1G48970	18113868	18117547	3680
AT1G48980	18118715	18120511	1797
AT1G48990	18121470	18121979	510
AT1G49000	18123559	18124029	471
AT1G49005	18128686	18128985	300
AT1G49010	18132714	18133778	1065
AT1G49015	18134528	18135312	785
AT1G49030	18136794	18137846	1053
AT1G49032	18138315	18138488	174
AT1G49040	18139419	18148826	9408
AT1G49050	18150638	18153186	2549
AT1G49100	18166147	18170105	3959
AT1G49110	18171713	18172246	534
AT1G49120	18173427	18174416	990
AT1G49130	18174741	18175936	1196
AT1G49140	18177696	18178269	574
AT1G49150	18178577	18179023	447
AT1G49160	18179473	18181867	2395
AT1G49170	18183561	18184434	874
AT1G49180	18184814	18187444	2631
AT1G49190	18191342	18193598	2257
AT1G49200	18198298	18198978	681
AT1G49205	18198663	18198788	126
AT1G49210	18201994	18202671	678
AT1G49220	18205946	18206701	756
AT1G49225	18206312	18209147	2836
AT1G49230	18209320	18209979	660
AT1G49240	18216539	18217947	1409
AT1G49245	18218861	18219085	225
AT1G49250	18220533	18224256	3724
AT1G49260	18226328	18226777	450
AT1G49270	18227334	18230227	2894
AT1G49290	18232608	18233624	1017
AT1G49300	18234842	18236968	2127
AT1G49310	18237997	18238325	329
AT1G49320	18246441	18247817	1377
AT1G49330	18250043	18251038	996
AT1G49340	18252355	18263967	11613
AT1G49350	18265070	18267034	1965
AT1G49360	18267338	18269423	2086
AT1G49380	18276794	18279204	2411
AT1G49390	18279600	18280873	1274
AT1G49400	18283156	18283643	488
AT1G49405	18284335	18284947	613
AT1G49410	18286738	18286902	165
AT1G49420	18287859	18288650	792
AT1G49430	18291188	18295641	4454
AT1G49435	18299494	18299862	369
AT1G49450	18305684	18307099	1416
AT1G49470	18310554	18311462	909
AT1G49475	18312983	18313748	766
AT1G49480	18314596	18315460	865
AT1G49490	18317563	18320121	2559
AT1G49500	18321988	18322179	192
AT1G49510	18327026	18328147	1122
AT1G49520	18329736	18331691	1956
AT1G49530	18332529	18333539	1011
AT1G49540	18333767	18337382	3616
AT1G49560	18342725	18344101	1377
AT1G49570	18347077	18348712	1636
AT1G49580	18351611	18354384	2774
AT1G49590	18354997	18356409	1413
AT1G49600	18357236	18360150	2915
AT1G49610	18361679	18363192	1514
AT1G49620	18365692	18366574	883
AT1G49630	18368405	18375336	6932
AT1G49640	18375697	18376644	948
AT1G49650	18377363	18378487	1125
AT1G49660	18378777	18379736	960
AT1G49670	18381591	18386021	4431
AT1G49680	18386867	18387166	300
AT1G49700	18388792	18390496	1705
AT1G49710	18391622	18393769	2148
AT1G49715	18396853	18397339	487
AT1G49720	18400826	18402362	1537
AT1G49730	18402618	18405638	3021
AT1G49740	18407728	18409468	1741
AT1G49750	18411177	18412779	1603
AT1G49760	18416740	18419753	3014
AT1G49770	18424578	18426531	1954
AT1G49780	18429024	18430289	1266
AT1G49790	18435351	18437068	1718
AT1G49800	18438550	18438876	327
AT1G49810	18440013	18442237	2225
AT1G49820	18443005	18444907	1903
AT1G49830	18445111	18446659	1549
AT1G49840	18452243	18454157	1915
AT1G49850	18455326	18456444	1119
AT1G49860	18458710	18459730	1021
AT1G49870	18460345	18463557	3213
AT1G49880	18464081	18465914	1834
AT1G49890	18470282	18473463	3182
AT1G49900	18474108	18477643	3536
AT1G49910	18479025	18481271	2247
AT1G49920	18481798	18484233	2436
AT1G49930	18484932	18485639	708
AT1G49940	18488360	18490820	2461
AT1G49950	18494439	18496713	2275
AT1G49960	18498700	18501699	3000
AT1G49970	18501936	18504462	2527
AT1G49975	18504845	18505431	587
AT1G49980	18508026	18512111	4086
AT1G49990	18513696	18514988	1293
AT1G50000	18515183	18517244	2062
AT1G50010	18517737	18519729	1993
AT1G50020	18520144	18521600	1457
AT1G50030	18522626	18539619	16994
AT1G50040	18542236	18543823	1588
AT1G50050	18546165	18549046	2882
AT1G50060	18551186	18552446	1261
AT1G50080	18554001	18554276	276
AT1G50090	18554641	18556794	2154
AT1G50110	18558203	18560219	2017
AT1G50120	18562302	18566015	3714
AT1G50140	18569921	18578663	8743
AT1G50160	18581429	18581650	222
AT1G50170	18582087	18583514	1428
AT1G50180	18584235	18587136	2902
AT1G50190	18588229	18590799	2571
AT1G50200	18591429	18598311	6883
AT1G50220	18602958	18604575	1618
AT1G50240	18607063	18614094	7032
AT1G50250	18614398	18616930	2533
AT1G50260	18618255	18621643	3389
AT1G50270	18622044	18623834	1791
AT1G50280	18623857	18626292	2436
AT1G50290	18627858	18628262	405
AT1G50300	18628818	18631662	2845
AT1G50310	18635984	18638110	2127
AT1G50320	18638606	18639464	859
AT1G50325	18639886	18640479	594
AT1G50340	18647376	18647849	474
AT1G50350	18648756	18649227	472
AT1G50360	18650688	18657106	6419
AT1G50370	18658894	18661672	2779
AT1G50380	18662282	18666185	3904
AT1G50390	18666986	18667677	692
AT1G50400	18668155	18670322	2168
AT1G50410	18672828	18677365	4538
AT1G50420	18678177	18679625	1449
AT1G50430	18682175	18685555	3381
AT1G50440	18686099	18687646	1548
AT1G50450	18687902	18690348	2447
AT1G50460	18694031	18697429	3399
AT1G50470	18700000	18700444	445
AT1G50480	18702064	18704687	2624
AT1G50490	18705005	18706303	1299
AT1G50500	18708217	18715597	7381
AT1G50510	18716578	18719060	2483
AT1G50520	18719381	18721070	1690
AT1G50530	18721212	18721729	518
AT1G50560	18724275	18725916	1642
AT1G50570	18726400	18727566	1167
AT1G50575	18728862	18730296	1435
AT1G50580	18730831	18732177	1347
AT1G50590	18732378	18734053	1676
AT1G50600	18737398	18739559	2162
AT1G50610	18742171	18744501	2331
AT1G50620	18748537	18751005	2469
AT1G50630	18751654	18753569	1916
AT1G50640	18757602	18758279	678
AT1G50650	18763773	18764297	525
AT1G50660	18771386	18774385	3000
AT1G50670	18775086	18776552	1467
AT1G50680	18777601	18778614	1014
AT1G50690	18779768	18780512	745
AT1G50700	18782214	18784385	2172
AT1G50710	18784719	18787615	2897
AT1G50720	18789180	18789644	465
AT1G50730	18795275	18802098	6824
AT1G50732	18802781	18803263	483
AT1G50740	18807861	18808765	905
AT1G50745	18809184	18810487	1304
AT1G50750	18810603	18812050	1448
AT1G50760	18814947	18815260	314
AT1G50770	18818559	18820503	1945
AT1G50780	18821267	18823077	1811
AT1G50790	18824050	18826488	2439
AT1G50820	18827706	18834861	7156
AT1G50830	18835559	18837865	2307
AT1G50840	18839277	18844313	5037
AT1G50870	18855147	18856337	1191
AT1G50880	18860837	18861982	1146
AT1G50890	18862295	18865752	3458
AT1G50900	18866272	18867014	743
AT1G50910	18867083	18869839	2757
AT1G50920	18870555	18872570	2016
AT1G50930	18876898	18877706	809
AT1G50940	18878038	18879939	1902
AT1G50950	18880465	18884043	3579
AT1G50960	18889549	18891719	2171
AT1G50970	18896323	18900268	3946
AT1G50980	18900541	18902057	1517
AT1G50990	18902930	18905204	2275
AT1G51000	18909924	18910142	219
AT1G51010	18911597	18911845	249
AT1G51020	18913294	18913542	249
AT1G51030	18915179	18915421	243
AT1G51035	18917547	18917774	228
AT1G51040	18920658	18923314	2657
AT1G51055	18925286	18926315	1030
AT1G51060	18926948	18927443	496
AT1G51070	18928018	18929513	1496
AT1G51080	18929883	18930740	858
AT1G51090	18932985	18933747	763
AT1G51100	18934342	18934977	636
AT1G51110	18935380	18937484	2105
AT1G51120	18938091	18939149	1059
AT1G51130	18939480	18941560	2081
AT1G51140	18943802	18945613	1812
AT1G51150	18948370	18949290	921
AT1G51160	18950057	18951560	1504
AT1G51170	18953625	18954839	1215
AT1G51172	18963205	18965571	2367
AT1G51190	18977517	18980305	2789
AT1G51200	18985690	18986211	522
AT1G51210	18987809	18989110	1302
AT1G51220	18989925	18992034	2110
AT1G51230	18997057	18997434	378
AT1G51240	19000509	19000928	420
AT1G51250	19001733	19002152	420
AT1G51260	19003460	19005512	2053
AT1G51270	19007577	19011225	3649
AT1G51290	19012173	19013306	1134
AT1G51300	19014260	19016103	1844
AT1G51310	19019185	19021735	2551
AT1G51320	19025642	19026769	1128
AT1G51330	19028841	19029844	1004
AT1G51340	19032021	19034681	2661
AT1G51350	19035851	19038738	2888
AT1G51355	19041475	19041825	351
AT1G51360	19044208	19044840	633
AT1G51370	19045615	19047141	1527
AT1G51380	19047960	19049967	2008
AT1G51390	19050427	19051753	1327
AT1G51400	19052172	19052492	321
AT1G51402	19052338	19053362	1025
AT1G51405	19057780	19059582	1803
AT1G51410	19059885	19061424	1540
AT1G51420	19064852	19066707	1856
AT1G51430	19068241	19069366	1126
AT1G51440	19070971	19072554	1584
AT1G51450	19074399	19076220	1822
AT1G51460	19077132	19081335	4204
AT1G51470	19087424	19090248	2825
AT1G51480	19090847	19093411	2565
AT1G51490	19094888	19097102	2215
AT1G51500	19097967	19100972	3006
AT1G51510	19103072	19104753	1682
AT1G51520	19106789	19109093	2305
AT1G51530	19109854	19112152	2299
AT1G51538	19113183	19115273	2091
AT1G51540	19115702	19117381	1680
AT1G51550	19117646	19119291	1646
AT1G51560	19119900	19121859	1960
AT1G51570	19122358	19124688	2331
AT1G51580	19125612	19128102	2491
AT1G51590	19128315	19132132	3818
AT1G51600	19133176	19135252	2077
AT1G51610	19136625	19139621	2997
AT1G51620	19140218	19141638	1421
AT1G51630	19142141	19144082	1942
AT1G51640	19149862	19151844	1983
AT1G51650	19152680	19153641	962
AT1G51660	19154575	19155675	1101
AT1G51670	19157142	19158344	1203
AT1G51680	19159007	19161464	2458
AT1G51690	19164124	19169974	5851
AT1G51700	19174266	19174850	585
AT1G51710	19175805	19179894	4090
AT1G51720	19181741	19186297	4557
AT1G51730	19186812	19188638	1827
AT1G51740	19189063	19191188	2126
AT1G51745	19192055	19194479	2425
AT1G51760	19199562	19201424	1863
AT1G51770	19201919	19203224	1306
AT1G51780	19204602	19206453	1852
AT1G51790	19206858	19210574	3717
AT1G51800	19214203	19217833	3631
AT1G51805	19221187	19225590	4404
AT1G51810	19227119	19230584	3466
AT1G51820	19237407	19241883	4477
AT1G51823	19242294	19242437	144
AT1G51830	19243025	19246031	3007
AT1G51840	19249449	19250171	723
AT1G51850	19252964	19256783	3820
AT1G51860	19257634	19261479	3846
AT1G51870	19262879	19267001	4123
AT1G51880	19270193	19274122	3930
AT1G51890	19274802	19278528	3727
AT1G51900	19279884	19282895	3012
AT1G51910	19284277	19288385	4109
AT1G51913	19292930	19293249	320
AT1G51915	19293587	19293865	279
AT1G51920	19294229	19294579	351
AT1G51930	19294838	19295236	399
AT1G51940	19296092	19298941	2850
AT1G51950	19305670	19307130	1461
AT1G51960	19310355	19311683	1329
AT1G51965	19312078	19314145	2068
AT1G51970	19314542	19314916	375
AT1G51980	19323692	19326771	3080
AT1G51990	19330949	19332667	1719
AT1G52000	19333352	19335700	2349
AT1G52030	19346090	19348282	2193
AT1G52040	19350595	19352578	1984
AT1G52050	19355106	19356748	1643
AT1G52060	19359039	19360651	1613
AT1G52070	19365140	19366900	1761
AT1G52080	19369788	19371862	2075
AT1G52100	19383291	19385123	1833
AT1G52110	19386789	19389740	2952
AT1G52120	19396200	19397857	1658
AT1G52130	19400619	19402363	1745
AT1G52140	19407559	19408185	627
AT1G52150	19409913	19413961	4049
AT1G52155	19417666	19419591	1926
AT1G52160	19420911	19424419	3509
AT1G52180	19424944	19425928	985
AT1G52190	19434671	19438673	4003
AT1G52191	19439367	19441400	2034
AT1G52200	19442271	19443407	1137
AT1G52220	19453770	19454605	836
AT1G52230	19454902	19455508	607
AT1G52240	19455766	19457878	2113
AT1G52245	19458844	19459235	392
AT1G52260	19460694	19463346	2653
AT1G52270	19463913	19464299	387
AT1G52280	19468150	19469449	1300
AT1G52290	19470251	19472362	2112
AT1G52300	19475213	19476152	940
AT1G52310	19478401	19480462	2062
AT1G52315	19481212	19482674	1463
AT1G52320	19484421	19487204	2784
AT1G52325	19487793	19488418	626
AT1G52330	19488962	19489763	802
AT1G52340	19489997	19491527	1531
AT1G52342	19492440	19492703	264
AT1G52343	19494226	19495718	1493
AT1G52360	19499282	19505718	6437
AT1G52370	19507052	19508699	1648
AT1G52380	19509979	19511301	1323
AT1G52390	19511968	19512237	270
AT1G52400	19515250	19517930	2681
AT1G52410	19520762	19525361	4600
AT1G52415	19526166	19526686	521
AT1G52420	19528667	19531035	2369
AT1G52430	19531350	19535955	4606
AT1G52440	19538821	19540700	1880
AT1G52450	19541684	19546266	4583
AT1G52460	19549368	19551184	1817
AT1G52470	19553347	19555357	2011
AT1G52490	19556218	19556945	728
AT1G52495	19558499	19559143	645
AT1G52500	19560043	19562855	2813
AT1G52510	19563039	19565260	2222
AT1G52520	19565933	19568248	2316
AT1G52530	19569045	19570004	960
AT1G52540	19570298	19571884	1587
AT1G52550	19573185	19573999	815
AT1G52560	19574783	19575766	984
AT1G52565	19580061	19580511	451
AT1G52570	19583940	19586551	2612
AT1G52580	19587637	19588958	1322
AT1G52590	19589224	19590231	1008
AT1G52600	19590612	19592486	1875
AT1G52603	19595751	19596295	545
AT1G52618	19603247	19603504	258
AT1G52620	19603828	19606287	2460
AT1G52630	19606470	19608526	2057
AT1G52640	19608857	19610428	1572
AT1G52650	19610856	19612417	1562
AT1G52660	19613475	19614796	1322
AT1G52670	19615119	19617420	2302
AT1G52680	19618419	19618961	543
AT1G52690	19619842	19620589	748
AT1G52695	19621411	19623388	1978
AT1G52700	19631186	19633981	2796
AT1G52710	19638627	19640112	1486
AT1G52720	19641007	19641360	354
AT1G52730	19642866	19644978	2113
AT1G52740	19645409	19646221	813
AT1G52750	19646785	19649208	2424
AT1G52760	19651378	19652576	1199
AT1G52770	19656009	19657546	1538
AT1G52780	19658846	19662025	3180
AT1G52790	19662194	19663301	1108
AT1G52800	19664044	19665362	1319
AT1G52810	19667127	19668237	1111
AT1G52820	19669216	19670321	1106
AT1G52825	19670658	19670894	237
AT1G52827	19671525	19671860	336
AT1G52830	19672670	19673559	890
AT1G52855	19683137	19683343	207
AT1G52857	19681215	19681735	521
AT1G52870	19685856	19687678	1823
AT1G52880	19689285	19690430	1146
AT1G52890	19697292	19698444	1153
AT1G52900	19702211	19702916	706
AT1G52905	19706230	19706497	268
AT1G52910	19708114	19709128	1015
AT1G52920	19709360	19711048	1689
AT1G52930	19711261	19713103	1843
AT1G52940	19716402	19723104	6703
AT1G52950	19725483	19728007	2525
AT1G52970	19736634	19737083	450
AT1G52980	19737493	19740201	2709
